Unique ID,Revised Name,Unique ID,Code,Category,Pieces,Quantity,Unit,Supplier,Remarks
224,MK2 DMC RELAY (WHITE) - 13/22,,,MK2 DMC RELAY (WHITE),10,,BOX,AUTO SECTION(JYOTI/LEENA/SNEHA),
225,MK2 DMC RELAY (WHITE) - 20/32,,,MK2 DMC RELAY (WHITE),10,,BOX,AUTO SECTION(JYOTI/LEENA/SNEHA),
226,MK2 DMC RELAY (WHITE) - 4/6,,,MK2 DMC RELAY (WHITE),10,,BOX,AUTO SECTION(JYOTI/LEENA/SNEHA),
227,MK2 DMC RELAY (WHITE) - 6/10,,,MK2 DMC RELAY (WHITE),10,,BOX,AUTO SECTION(JYOTI/LEENA/SNEHA),
228,MK2 DMC RELAY (WHITE) - 9/14,,,MK2 DMC RELAY (WHITE),10,,BOX,KUNAL,
229,MO. AUTO (GSM) - 2G/3G,,,MO. AUTO (GSM),10,,BOX,SUMIT DESIGHNER (AUTO SECTION),
230,MO. AUTO (GSM) - 4G/5G,,,MO. AUTO (GSM),10,,BOX,KUNAL,
231,MO. AUTO (GSM) - ANTENA,,,MO. AUTO (GSM),10,,PCS,OMKAR/AJAY,
232,MU RELAY - 13/22,,,MU RELAY,10,,BOX,AUTO SECTION(JYOTI/LEENA/SNEHA),
233,MU RELAY - 13/22 DMC,,,MU RELAY,10,,BOX,OMKAR/AJAY,
234,MU RELAY - 20/32,,325*320*115,MU RELAY,10,,BOX,OMKAR/AJAY,
235,MU RELAY - 28/42 DMC,,40*40,MU RELAY,10,,BOX,OMKAR/AJAY,
236,MU RELAY - 6/10,,,MU RELAY,10,,BOX,OMKAR/AJAY,
237,MU RELAY - 9/14,,,MU RELAY,10,,BOX,AUTO SECTION(JYOTI/LEENA/SNEHA),
238,MU RELAY - 20/32 DMC,,20*20,MU RELAY,10,,BOX,OMKAR/AJAY,
239,MU2 DMC STATER - DOL 13/22,.,270*210*155,MU2 DMC STATER,10,,BOX,OMKAR/AJAY,
240,MU2 DMC STATER - DOL 20/32,,,MU2 DMC STATER,10,,BOX,KUNAL,
241,MU2 DMC STATER - DOL 4/6,,90*50*130,MU2 DMC STATER,10,,BOX,SUMIT DESIGHNER (AUTO SECTION),
242,MU2 DMC STATER - DOL 6/10,,,MU2 DMC STATER,10,,BOX,AUTO SECTION(JYOTI/LEENA/SNEHA),
243,MU2 DMC STATER - DOL 9/14,,280*115*200,MU2 DMC STATER,10,,BOX,AUTO SECTION(JYOTI/LEENA/SNEHA),
244,OUTER BOX - DOL PLASTIC VIRAT,,,OUTER BOX,1,,PCS,DEVANE,
245,OUTER BOX - DOL MAHALAXMI,,280*220*110,OUTER BOX,1,,PCS,DEVANE,
246,OUTER BOX - MINI MAHALAXMI,,,OUTER BOX,1,,PCS,DEVANE,
247,OUTER BOX - MINI VIRAT,,,OUTER BOX,1,,PCS,DINESH,
248,OUTER BOX - DOL KAVEREE,,280*110*245,OUTER BOX,1,,PCS,DEVANE,
249,OUTER BOX - MINI KAVEREE,,,OUTER BOX,1,,PCS,PRATHMESH,
250,OUTER BOX - DSP / MCB,,290*290*110,OUTER BOX,1,,PCS,PRATHMESH,
251,OUTER BOX - (2PH/3PH) JUICE (WHITE),.,,OUTER BOX,1,,PCS,AUTO SECTION(JYOTI/LEENA/SNEHA),
252,OUTER BOX - (2PH/3PH) JUICE / V2,.,,OUTER BOX,1,,PCS,AUTO SECTION(JYOTI/LEENA/SNEHA),
253,OUTER BOX - 20*20,,,OUTER BOX,1,,PCS,AUTO SECTION(JYOTI/LEENA/SNEHA),
254,OUTER BOX - 40*40,,90*75*130,OUTER BOX,1,,PCS,GAURAV,
255,OUTER BOX - ABS BODY / ALL IN ONE / SERIES AUTO,,,OUTER BOX,1,,PCS,GAURAV,
256,OUTER BOX - CRC PANEL,.,185*145*110,OUTER BOX,1,,PCS,AUTO SECTION(JYOTI/LEENA/SNEHA),
257,OUTER BOX - MO AUTO,,,OUTER BOX,1,,PCS,DINESH,
258,OUTER BOX - OPENWELL / DRYRUN / V3 AUTO,,,OUTER BOX,1,,PCS,OMKAR,
259,OUTER BOX - S+D,,,OUTER BOX,1,,PCS,OMKAR,
260,OUTER BOX - TOUCH / S+S / V3 FA / FA /,,,OUTER BOX,1,,PCS,KUNAL,
261,OUTER BOX - TOUCH / S+S / V3 FA / FA /,,,OUTER BOX,1,,PCS,KUNAL,
262,OUTER BOX - TP / 2PH,,,OUTER BOX,1,,PCS,GAURAV,
263,OUTER BOX - TP / 2PH (WHITE),,,OUTER BOX,1,,PCS,GAURAV,
264,PATTI / PLASTIC / METAL - 'L' PATTI,,,PATTI / PLASTIC / METAL,400,,PCS,OMKAR,
265,PATTI / PLASTIC / METAL - MCB PATTI,,,PATTI / PLASTIC / METAL,400,,PCS,,
266,PATTI KIT - 10 MM,,,PATTI KIT,15,,BOX,KUNAL,
267,PATTI KIT - 4 PATTI,,,PATTI KIT,4,,SETS,OMKAR,
268,PATTI KIT - 8 MM,,,PATTI KIT,15,,BOX,KUNAL,
269,PATTI KIT - BCH 25 AMP,,,PATTI KIT,15,,BOX,GAURAV,
270,PATTI KIT - BCH 40 AMP,,,PATTI KIT,12,,1 BOX,DINESH,
271,PATTI KIT - BRASS LONG (FIXED),,,PATTI KIT,500,,PCS,DINESH,
272,PATTI KIT - BRASS SORT (MOVING),,,PATTI KIT,500,,PCS,DINESH,
273,PATTI KIT - FIBER LONG (WHITE),,,PATTI KIT,500,,PCS,ROSHNALI AND SONS,
274,PATTI KIT - FIBER SORT (WHITE),,,PATTI KIT,500,,PCS,ROSHNALI AND SONS,
275,PATTI KIT - L PATTI,,,PATTI KIT,500,,PCS,ROSHNALI AND SONS,
276,PATTI KIT - MU 0.5 KIT,,,PATTI KIT,500,,PCS,ROSHNALI AND SONS,
277,PCB - 1 /2PH AUTO (ST-009-020),,(ST-009-020),PCB,1,,PCS,ROSHNALI AND SONS,
278,PCB - DOL (ST-009-026),,(ST-009-026),PCB,1,,PCS,ROSHNALI AND SONS,
279,PCB - FA (ST-009-022),,(ST-009-022),PCB,1,,PCS,ROSHNALI AND SONS,
280,PCB - METER (ST-009-039),,(ST-009-039),PCB,1,,PCS,ROSHNALI AND SONS,
281,PCB - MINI (ST-009-024),,(ST-009-024),PCB,1,,PCS,ROSHNALI AND SONS,
282,PCB - S+S (ST-009-025),,(ST-009-025),PCB,1,,PCS,ROSHNALI AND SONS,
283,PCB - SEMI AUTO (ST-009-015),,(ST-009-015),PCB,1,,PCS,ROSHNALI AND SONS,
284,PCB - SERIES AUTO (ST-009-040),,(ST-009-040),PCB,1,,PCS,SUMIT DESIGHNER (AUTO SECTION),
285,PCB - V3 (ET-009-034),,(ET-009-034),PCB,1,,PCS,ROSHNALI AND SONS,
286,PCB - WATER LEVEL (ET-ST-03),,(ET-ST-03),PCB,1,,PCS,SUMIT DESIGHNER (AUTO SECTION),
287,PCB CONNECTOR - 2 PIN (PCB),,,PCB CONNECTOR,100,,PCS,,
288,PCB CONNECTOR - 3 PIN (PCB),,,PCB CONNECTOR,100,,PCS,,
289,PCB CONNECTOR - 4 PIN (PCB),,,PCB CONNECTOR,100,,PCS,,
290,PLASTIC BODY ABS,,,PLASTIC BODY,1,,PCS,,
291,PLASTIC BODY DOL (VIRAT),,,PLASTIC BODY,1,,PCS,SUMIT DESIGHNER (AUTO SECTION),
292,PLASTIC BODY MINI AUTO (VIRAT),,,PLASTIC BODY,1,,PCS,SUMIT DESIGHNER (AUTO SECTION),
293,PLASTIC BODY MINI KAVEREE,.,,PLASTIC BODY,1,,PCS,SUMIT DESIGHNER (AUTO SECTION),
294,PLASTIC BODY OPENWELL,.,,PLASTIC BODY,1,,PCS,SUMIT DESIGHNER (AUTO SECTION),
295,PLASTIC BODY V3 DRYRUN AUTO,.,,PLASTIC BODY,1,,PCS,SUMIT DESIGHNER (AUTO SECTION),
296,READY WIRE SETS 2 PH JUICE,,,READY WIRE SETS,1,,SETS,SUMIT DESIGHNER (AUTO SECTION),
297,READY WIRE SETS 3 PH JUICE,.,,READY WIRE SETS,1,,SETS,SUMIT DESIGHNER (AUTO SECTION),
298,READY WIRE SETS ABS,,,READY WIRE SETS,1,,SETS,SUMIT DESIGHNER (AUTO SECTION),
299,READY WIRE SETS CRC,.,,READY WIRE SETS,1,,SETS,SUMIT DESIGHNER (AUTO SECTION),
300,READY WIRE SETS DSP,,,READY WIRE SETS,1,,SETS,SUMIT DESIGHNER (AUTO SECTION),
301,READY WIRE SETS FA,.,,READY WIRE SETS,1,,SETS,SUMIT DESIGHNER (AUTO SECTION),
302,READY WIRE SETS MU TOUCH,.,,READY WIRE SETS,1,,SETS,SUMIT DESIGHNER (AUTO SECTION),
303,READY WIRE SETS ONLY RED RELAY,,,READY WIRE SETS,1,,SETS,SUMIT DESIGHNER (AUTO SECTION),
304,READY WIRE SETS OPENWELL,,,READY WIRE SETS,1,,SETS,SUMIT DESIGHNER (AUTO SECTION),
305,READY WIRE SETS R + J,,,READY WIRE SETS,1,,SETS,SUMIT DESIGHNER (AUTO SECTION),
306,READY WIRE SETS V2,,,READY WIRE SETS,1,,SETS,SUMIT DESIGHNER (AUTO SECTION),
307,READY WIRE SETS V3 FA,.,,READY WIRE SETS,1,,SETS,SUMIT DESIGHNER (AUTO SECTION),
308,RELAY (MK1 BACKELITE) 13-22 / 11-18,,,RELAY (MK1 BACKELITE),1,,PCS,SUMIT DESIGHNER (AUTO SECTION),
309,SCREW 3 MM,,,SCREW,1000,,PKT,SUMIT DESIGHNER (AUTO SECTION),
310,SCREW 3*10,,,SCREW,1000,,PKT,SUMIT DESIGHNER (AUTO SECTION),
311,SCREW 3*8,.,,SCREW,1000,,PKT,SUMIT DESIGHNER (AUTO SECTION),
312,SCREW 4*16,.,,SCREW,1000,,PKT,SUMIT DESIGHNER (AUTO SECTION),
313,SCREW 4*30,.,,SCREW,500,,PKT,SUMIT DESIGHNER (AUTO SECTION),
314,SCREW 4*6.5,.,,SCREW,1000,,PKT,SUMIT DESIGHNER (AUTO SECTION),
315,SCREW 4*6.9,.,,SCREW,1000,,PKT,SUMIT DESIGHNER (AUTO SECTION),
316,SCREW 4*8,,,SCREW,1000,,PKT,VIRAT BANGLORE OFFICE,
317,SCREW 4*9.5,,,SCREW,1000,,PKT,VIRAT BANGLORE OFFICE,
318,SCREW 6*18,,,SCREW,1000,,PKT,VIRAT BANGLORE OFFICE,
319,SCREW 6*9.5,,,SCREW,1000,,PKT,VIRAT BANGLORE OFFICE,
320,SCREW 7*60,,,SCREW,500,,PKT,VIRAT BANGLORE OFFICE,
321,SCREW NUT / BOLT 3MM,,,SCREW,500,,PKT,,
322,SCREW NUT / BOLT 4MM,,,SCREW,500,,PKT,VIRAT BANGLORE OFFICE,
323,SLEEVES BLUE,,,SLEEVES,30,,MTR,VIRAT BANGLORE OFFICE,
324,SLEEVES RED,,,SLEEVES,30,,MTR,VIRAT BANGLORE OFFICE,
325,SLEEVES SPIRAL (WRAPING) 6 SQ MM,,,SLEEVES,50,,MTR,VIRAT BANGLORE OFFICE,
326,SLEEVES SPIRAL 12MM,,,SLEEVES,30,,MTR,VIRAT BANGLORE OFFICE,
327,SLEEVES SPIRAL 14MM,,,SLEEVES,30,,MTR,VIRAT BANGLORE OFFICE,
328,SLEEVES SPIRAL 16MM,,,SLEEVES,30,,MTR,VIRAT BANGLORE OFFICE,
329,SLEEVES WINDING PAPER 40*40,,,SLEEVES,30,,MTR,,
330,SLEEVES YELLOW,,,SLEEVES,30,,MTR,VIRAT BANGLORE OFFICE,
331,STARTER MK1 (VIRAT),,,STARTER,1,,PCS,VIRAT BANGLORE OFFICE,
332,STICKER EARTHING,,,STICKER,1,,CHATS,,
333,STICKER MODEL NAME,,,STICKER,1,,CHATS,,
334,STICKER 3 MONTH,,,STICKER,42,,CHATS,VIRAT BANGLORE OFFICE,
335,STICKER 6 MONTH,,,STICKER,42,,CHATS,VIRAT BANGLORE OFFICE,
336,STICKER BARCODE,,,STICKER,1,,PCS,VIRAT BANGLORE OFFICE,
337,STICKER SHETKARI STATER (EV-232) - BODY,,,STICKER - BODY,1,,CHATS,,
338,STICKER TOUCH 3NO (EV-236) - BODY,.,(EV-236),STICKER - BODY,1,,CHATS,,
339,STICKER ABS DIGITAL (EV-502) - BODY,,,STICKER - BODY,1,,CHATS,,
340,STICKER 2 PH PANEL (RED RELAY) (EV-604) - BODY,,,STICKER - BODY,1,,CHATS,,
341,STICKER DSP PANEL (EV-507) - BODY,,,STICKER - BODY,1,,CHATS,,
342,STICKER 2 PH LINK PANEL (EV-605) - BODY,.,(EV-605),STICKER - BODY,1,,CHATS,,
343,STICKER TP PANEL (EV-907) - BODY,,,STICKER - BODY,1,,CHATS,,
344,STICKER OPENWELL - VIRAT LOGO / HP - BODY,,,STICKER - BODY,1,,CHATS,,
345,STICKER HP - BODY,,,STICKER - BODY,1,,CHATS,,
346,STICKER AUTOMATIC PHASE CHANGER - BODY,,,STICKER - BODY,1,,CHATS,,
347,STICKER INPUT / OUTPUT / AMP / WIRE CONNECTION - BODY,.,,STICKER - BODY,1,,CHATS,,
348,STICKER L1 L2 L3 - BODY,,,STICKER - BODY,1,,CHATS,,
349,STICKER PNRYB - BODY,,,STICKER - BODY,1,,CHATS,,
350,"STICKER WIRE CONNECTION, R,Y,B / GREEN / BLACK / WHITE - (M) - BODY",.,,STICKER - BODY,42,,CHATS,SANMAN CAPACITOR,
351,"STICKER WIRE CONNECTION, R,Y,B / GREEN / BLACK / WHITE - (V) - BODY",.,,STICKER - BODY,42,,CHATS,SANMAN CAPACITOR,
352,"STICKER WIRE CONNECTION,, R,B / 2 YELLOW - BODY",.,,STICKER - BODY,56,,CHATS,,
353,"STICKER WIRE CONNECTION,, R,B / 2 YELLOW / 2 BLACK - BODY",.,,STICKER - BODY,56,,CHATS,SANMAN CAPACITOR,
354,"STICKER WIRE CONNECTION,, R,Y,B / 2 WHITE / 2 BLACK - (M) - BODY",.,,STICKER - BODY,42,,CHATS,BHARGAV BHAI,
355,"STICKER WIRE CONNECTION,, R,Y,B / 2 WHITE / 2 BLACK - (V) - BODY",,,STICKER - BODY,42,,CHATS,,
356,"STICKER WIRE CONNECTION,, R,Y,B / WHITE / GREEN / BLACK - BODY",,,STICKER - BODY,42,,CHATS,,
357,STICKER SHETKARI DISPLAY (EV-231) - FRONT,.,(EV-231),STICKER - FRONT,1,,CHATS,,
358,STICKER TOUCH (2PH / 3PH) PANEL (4 POLE / MU) (EV-234) (235) - FRONT,.,(EV-234) (235),STICKER - FRONT,1,,CHATS,,
359,STICKER 3 PH JUICE AUTOMATIC PHASE CHANGER (EV-237) - FRONT,,,STICKER - FRONT,1,,CHATS,,
360,STICKER V2 PANEL - FRONT,,,STICKER - FRONT,1,,CHATS,,
361,STICKER HEAVY METAL PANEL (EV-506) - FRONT BODY,,,STICKER - FRONT,1,,CHATS,,
362,STICKER 2PH PANEL (2P+4P) (EV-604) - FRONT,,(EV-604),STICKER - FRONT,1,,CHATS,,
363,STICKER 2 PH JUICE (EV-606) - FRONT,,,STICKER - FRONT,1,,CHATS,,
364,STICKER MU 2 STARDELTA - (EV-909) - FRONT,,(EV-909),STICKER - FRONT,1,,CHATS,,
365,STICKER V3 1+1 STAND BY SUBMERSIBLE / MONOBLOCK + WLC (EV-911) FRONT,.,(EV-911),STICKER - FRONT,1,,CHATS,,
366,STICKER 2 POLE - FRONT,,,STICKER - FRONT,1,,CHATS,,
367,STICKER 4 POLE - FRONT,,,STICKER - FRONT,1,,CHATS,,
368,STICKER MINI (MAHALAXMI) - (M1) - FRONT,,,STICKER - FRONT,40,,CHATS,D.N MOHITE,
369,STICKER MINI (VIRAT) - (EV-801) - FRONT,,,STICKER - FRONT,40,,CHATS,SANMAN CAPACITOR,
370,STICKER DOL PLASTIC (MAHALAXMI) - (M2) - FRONT,.,,STICKER - FRONT,18,,CHATS,PRANJAL,
371,STICKER DOL PLASTIC (VIRAT) - (EV-802 A) - FRONT,,,STICKER - FRONT,18,,CHATS,D.N MOHITE,
372,STICKER DOL METAL (VIRAT) - (EV-803) - FRONT,,,STICKER - FRONT,18,,CHATS,VIRAT BANGLORE OFFICE,
373,STICKER SINGLE PHASE (MAHALAXMI) - (M4) - FRONT,,,STICKER - FRONT,18,,CHATS,SANMAN CAPACITOR,
374,STICKER SINGLE PHASE (VIRAT) (EV-804) - FRONT,,,STICKER - FRONT,18,,CHATS,SANMAN CAPACITOR,
375,STICKER TWO PHASE (MAHALAXMI) (M5) - FRONT,.,,STICKER - FRONT,18,,CHATS,SANMAN CAPACITOR,
376,STICKER TWO PHASE (VIRAT) - (EV-805) - FRONT,.,,STICKER - FRONT,18,,CHATS,SANMAN CAPACITOR,
377,STICKER SEMI METAL (MAHALAXMI) - (M3) - FRONT,,,STICKER - FRONT,12,,CHATS,SANMAN CAPACITOR,
378,STICKER SEMI METAL (VIRAT) - (EV-806) - FRONT,,,STICKER - FRONT,8,,CHATS,SANMAN CAPACITOR,
379,STICKER V3 DRYRUN - 1 PH (S+T) - (EV-807A) - FRONT,,,STICKER - FRONT,8,,CHATS,PRANJAL,
380,STICKER V3 DRYRUN - 1 PH (S+S) FA - (EV-807B) - FRONT,,,STICKER - FRONT,8,,CHATS,,
381,STICKER V3 DRYRUN - 1 PH (SELF PRIMING) - (EV-807C) - FRONT,,,STICKER - FRONT,8,,CHATS,,
382,STICKER V3 DRYRUN - 2 PH (2P+4P / MU) - (EV-808A) - FRONT,,,STICKER - FRONT,8,,CHATS,,
383,STICKER V3 DRYRUN - 2 PH (RELAY) - (EV-808B) - FRONT,,,STICKER - FRONT,8,,CHATS,,
384,STICKER V3 DRYRUN - 3 PH - (EV-809) - FRONT,.,,STICKER - FRONT,8,,CHATS,D.N MOHITE,
385,STICKER KAVEREE DOL MODEL NO - K01 - FRONT,,,STICKER - FRONT,18,,CHATS,D.N MOHITE,
386,STICKER KAVEREE SPP + AUTO MODEL NO - K02 - FRONT,,,STICKER - FRONT,12,,CHATS,D.N MOHITE,
387,STICKER V3 DRYRUN - 2/3 PH JUICE AUTO - (EV-810) - FRONT,,,STICKER - FRONT,1,,CHATS,,
388,STICKER SERIES AUTO MANUAL - APS / VIRAT - (EV-811) - FRONT,,,STICKER - FRONT,1,,CHATS,,
389,STICKER SERIES AUTO DIGITAL - SHIVANSH / VIRAT - (EV-811) - FRONT,,,STICKER - FRONT,1,,CHATS,,
390,STICKER V3 2PH JUICE AUTO (AUTOMATIC PHASE CHANGER) - (EV-813) -FRONT,,,STICKER - FRONT,1,,CHATS,,
391,STICKER MOBILE AUTO 3G - (EV-814) - FRONT,,,STICKER - FRONT,1,,CHATS,,
392,STICKER MOBILE AUTO 3G - (EV-814) - FRONT,,,STICKER - FRONT,1,,CHATS,,
393,STICKER V3 DRYRUN - 1 PH (SELF PRIMING) - (EV-807C) - OUTER BOX,,,STICKER - OUTER BOX,8,,CHATS,,
394,STICKER V3 DRYRUN - 2 PH (2P+4P / MU) - (EV-808A) - OUTER BOX,,,STICKER - OUTER BOX,8,,CHATS,,
395,STICKER V3 DRYRUN - 2 PH (RELAY) - (EV-808B) - OUTER BOX,,,STICKER - OUTER BOX,8,,CHATS,,
396,STICKER V3 DRYRUN - 3 PH - (EV-809) - OUTER BOX,.,,STICKER - OUTER BOX,8,,CHATS,PRANJAL,
397,STICKER SHETKARI DISPLAY (EV-231) - OUTER BOX,.,(EV-231),STICKER - OUTER BOX,1,,CHATS,,
398,STICKER SHETKARI STATER (EV-232) - OUTER BOX,.,,STICKER - OUTER BOX,1,,CHATS,,
399,STICKER TOUCH (2PH / 3PH) PANEL (4 POLE / MU) (EV-234) (235) - OUTER BOX,,,STICKER - OUTER BOX,1,,CHATS,,
400,STICKER TOUCH 3NO (EV-236) - OUTER BOX,,,STICKER - OUTER BOX,1,,CHATS,,
401,STICKER 3 PH JUICE AUTOMATIC PHASE CHANGER (EV-237) - OUTER BOX,,(EV-237),STICKER - OUTER BOX,1,,CHATS,,
402,STICKER ALL IN ONE PANEL (EV-238) OUTER BOX,.,(EV-238),STICKER - OUTER BOX,1,,CHATS,,
403,STICKER OPENWELL (EV-501) - OUTER BOX,,,STICKER - OUTER BOX,1,,CHATS,,
404,STICKER CRC DIGITAL (EV-503) - OUTER BOX,,,STICKER - OUTER BOX,1,,CHATS,,
405,STICKER MCB DIGITAL (EV-504) - (OUTER BOX),,(EV-504),STICKER - OUTER BOX,1,,CHATS,,
406,STICKER V-2 PANEL (EV-505) - (OUTER BOX),.,(EV-505),STICKER - OUTER BOX,1,,CHATS,,
407,STICKER DSP PANEL (EV-507) - OUTER BOX,,(EV-507),STICKER - OUTER BOX,1,,CHATS,,
408,STICKER OPENWELL PANEL (EV-508) B - OUTER BOX,,(EV-508),STICKER - OUTER BOX,1,,CHATS,,
409,STICKER V3 FA (EV-509) - OUTER BOX,.,(EV-509),STICKER - OUTER BOX,1,,CHATS,,
410,STICKER FA (EV-510) - OUTER BOX,.,(EV-510),STICKER - OUTER BOX,1,,CHATS,,
411,STICKER 2PH PANEL (2P+4P) (EV-604) - OUTER BOX,,,STICKER - OUTER BOX,1,,CHATS,,
412,STICKER 2 PH PANEL (RED RELAY) (EV-604) - OUTER BOX,,(EV-604),STICKER - OUTER BOX,1,,CHATS,,
413,STICKER 2 PH LINK PANEL (EV-605) - OUTER BOX,,,STICKER - OUTER BOX,1,,CHATS,,
414,STICKER 2 PH JUICE (EV-606) - OUTER BOX,.,(EV-606),STICKER - OUTER BOX,1,,CHATS,,
415,STICKER 2 PH 280 PANEL (EV-607) - OUTER BOX,.,(EV-607),STICKER - OUTER BOX,1,,CHATS,,
416,STICKER SERIES AUTO DIGITAL (EV-812) - OUTER BOX,,(EV-812),STICKER - OUTER BOX,1,,CHATS,,
417,STICKER SERIES AUTO NORMAL (EV-812) - OUTER BOX,,(EV-812),STICKER - OUTER BOX,1,,CHATS,,
418,STICKER TP PANEL (EV-907) - OUTER BOX,.,(EV-907),STICKER - OUTER BOX,1,,CHATS,,
419,STICKER MU 2 STARDELTA - (EV-909) - OUTER BOX,,(EV-909),STICKER - OUTER BOX,1,,CHATS,,
420,STICKER MU G20 STARDELTA - OUTER BOX,,,STICKER - OUTER BOX,1,,CHATS,BHARGAV BHAI,
421,STICKER V3 1+1 STAND BY SUBMERSIBLE / MONOBLOCK + WLC (EV-911) OUTER BOX,,,STICKER - OUTER BOX,1,,CHATS,,
422,STICKER ANALOG DIGITAL - OUTER BOX,,,STICKER - OUTER BOX,1,,CHATS,,
423,STICKER V3 DRYRUN - 1 PH (S+T) - (EV-807A) - OUTER BOX,,,STICKER - OUTER BOX,1,,CHATS,,
424,STICKER V3 DRYRUN - 1 PH (S+S) FA - (EV-807B) - OUTER BOX,,,STICKER - OUTER BOX,1,,CHATS,,
425,SWITCH 2 PIN ROCKER (BLACK),,,SWITCH,50,,BOX,BHARGAV BHAI,
426,SWITCH 3 PIN ROCKER (RED),,,SWITCH,50,,BOX,,
427,SWITCH 6 PIN ROCKER (BLACK),,,SWITCH,50,,BOX,BHARGAV BHAI,
428,SWITCH AHD 2 GREEN,,,SWITCH,30,,BOX,BHARGAV BHAI,
429,SWITCH AHD 2 RED,.,,SWITCH,25,,BOX,UNI STAR(UNIVERSAL CABLE),
430,SWITCH DF GREEN,,,SWITCH,20,,BOX,DIGHE,
431,SWITCH DF RED,,,SWITCH,20,,BOX,UNI STAR(UNIVERSAL CABLE),
432,SWITCH FLOAT,,,SWITCH,1,,BOX,INDIAN BOX,
433,SWITCH GF 1 RED (BIG),,,SWITCH,20,,BOX,DIGHE,
434,SWITCH GF 2 GREEN (BIG),,,SWITCH,20,,BOX,DIGHE,
435,SWITCH KCD/JME 3PIN,.,,SWITCH,100,,PKT,UNI STAR(UNIVERSAL CABLE),
436,SWITCH MK1 (SHETKARI BUTTON),,,SWITCH,1,,PKT,INDIAN BOX,
437,SWITCH NAMO 2 PIN (RED),,,SWITCH,100,,PKT,LAXMI ENTERPRISES,
438,SWITCH NPB1 GREEN,,,SWITCH,100,,PKT,INDIAN BOX,
439,SWITCH NPB1 RED,,,SWITCH,100,,PKT,INDIAN BOX,
440,SWITCH PUSH BOTTON (PVB),,,SWITCH,100,,PKT,LAXMI ENTERPRISES,
441,SWITCH RED CRC DUMMY ON/OFF,,,SWITCH,1,,PKT,,
442,SWITCH RF S/W,,,SWITCH,1,,BOX,INDIAN BOX,
443,TAPE BROWN,,,TAPE,1,,ROLL,LAXMI ENTERPRISES,
444,TAPE STILGRIP,,,TAPE,1,,ROLL,INDIAN BOX,
445,TAPE TRANSPERANT,,,TAPE,1,,ROLL,INDIAN BOX,
446,TAPE VIRAT,,,TAPE,1,,ROLL,KHADE PATIL,
447,TRANSFORMER 230- 18 TX,.,,TRANSFORMER,30,,NO,KHADE PATIL,
448,TRANSFORMER 230-12/17 TX,,,TRANSFORMER,30,,NO,KHADE PATIL,
449,TRANSFORMER 230-17TX,.,,TRANSFORMER,30,,NO,KHADE PATIL,
450,TRANSFORMER 230-18 TX,,,TRANSFORMER,30,,NO,KHADE PATIL,
451,TRANSFORMER 415-20 TX,,,TRANSFORMER,30,,NO,KHADE PATIL,
452,TRANSFORMER 440-12/17 TX,.,,TRANSFORMER,30,,NO,KHADE PATIL,
453,TRANSFORMER 440-17 TX,,,TRANSFORMER,30,,NO,KHADE PATIL,
454,TRANSFORMER 440-17 TX,.,,TRANSFORMER,18,,NO,KHADE PATIL,
455,TRANSFORMER 440-18 TX,,,TRANSFORMER,23,,NO,ROSHNALI AND SONS,
456,TRANSFORMER 440-18 TX,,,TRANSFORMER,12,,NO,VIRAT BANGLORE OFFICE,
457,TRANSFORMER 440-18 TX,,,TRANSFORMER,23,,NO,,
458,TRANSFORMER 440-20 TX,,,TRANSFORMER,30,,NO,,
459,WIRE 1 CORE BLACK / BLUE - 1/18,,,WIRE,100,,MTR,,
460,WIRE 1 CORE WHITE - 4SQ MM,,,WIRE,18,,BOX,,
461,WIRE BLACK 0.5 SQ MM,,,WIRE,92,,MTR,,
462,WIRE BLACK 1 SQ MM,,,WIRE,92,,MTR,,
463,WIRE BLACK 2.5 SQ MM,,,WIRE,92,,MTR,,
464,WIRE BLACK 4 SQ MM,,,WIRE,92,,MTR,,
465,WIRE BLUE 0.5 SQ MM,,,WIRE,92,,MTR,,
466,WIRE GREEN 0.5 SQ MM,,,WIRE,92,,MTR,,
467,WIRE RED 0.5 SQ MM,,,WIRE,92,,MTR,,
468,WIRE RED 1 SQ MM,,,WIRE,92,,MTR,,
469,WIRE RED 2.5 SQ MM,,,WIRE,92,,MTR,,
470,WIRE RED 4 SQ MM - 14/38,,,WIRE,92,,MTR,,
471,WIRE WHITE 0.5 SQ MM,,,WIRE,92,,MTR,,
472,WIRE YELLOW 0.5 SQ MM,,,WIRE,92,,MTR,,
473,WIRE YELLOW 1 SQ MM,,,WIRE,92,,MTR,,
474,WIRE CONECTOR 2 PIN BLACK & BROWN WIRE,.,,WIRE CONECTOR,100,,PCS,,
475,WIRE CONECTOR 2 PIN BLUE WIRE,,,WIRE CONECTOR,100,,PCS,,
476,WIRE CONECTOR 2 PIN RED WIRE,,,WIRE CONECTOR,100,,PCS,,
477,WIRE CONECTOR 2 PIN WHITE WIRE,,,WIRE CONECTOR,100,,PCS,,
478,WIRE CONECTOR 3 PIN BLACK & BROWN WIRE,,,WIRE CONECTOR,100,,PCS,,
479,WIRE CONECTOR 4 PIN B/B/R/O WIRE,,,WIRE CONECTOR,100,,PCS,,
480,WYSER RED,,,WYSER,5000,,PKT,,
